filterByRating,ratingScore,reviewDescription,reviewTitle,language,corrected_review,cleaned_review,classification,clean_review2,cpu,speed,processor,upgrade,core,temperature,cost
fiveStar,5,It's been great so far. Clocking right and no overheating. Currently paired with a phanteks 360mm AIO.,Solid CPU,en,It's been great so far. Blocking right and no overhearing. Currently haired with a planters 360mm AIO.,great far blocking right overhearing currently haired planter 360mm aio,NEGATIVE,"['great', 'far', 'blocking', 'right', 'overhearing', 'currently', 'haired', 'planter', '360mm', 'aio']",0.11727205,0.2748591,0.43724096,0.5887073,0.54368925,0.67690074,0.16260412
fiveStar,5,"It makes a good pair with the RTX 4070 Ti Super, but you need a suitable cooler!  With Be Quiet Dark Rock 4 Pro I manage to keep it at 60 maximum 70 degrees in games!",I7 14700k,en,"It makes a good pair with the RTX 4070 I Super, but you need a suitable cooper!  With He Quiet Dark Lock 4 Fro I manage to keep it at 60 maximum 70 degrees in games!",make good pair rtx 4070 super need suitable cooper quiet dark lock 4 fro manage keep 60 maximum 70 degree game,POSITIVE,"['make', 'good', 'pair', 'rtx', '4070', 'super', 'need', 'suitable', 'cooper', 'quiet', 'dark', 'lock', '4', 'fro', 'manage', 'keep', '60', 'maximum', '70', 'degree', 'game']",0.17164901,0.39988667,0.42044273,0.55602235,0.46727443,0.61532736,0.18502846
fiveStar,5,"I was using a 10700K. I decided it was time..well, actually I got the itch.I decided to go with the 14700K for a few reasons. One is that it's the only 14th gen part from Intel that got a significant upgrade (four more e-cores and 8 more threads, plus a small clock boost).I also don't like that the 3DFX part from AMD had caused some minor issues for people, and I definitely don't like the RAM issues I see all the time on AMD systems. If it wasn't for the RAM issues, I may have gone AMD this time. Out of all the Intel systems I have assembled for customers over the years, I have not once come across a RAM issue that wasn't caused by bad RAM.This CPU is working perfectly, and gaming excellently. Gaming benchmarks show it to be a very good CPU, and I am not having any issues with it.If you are interested in any other Intel parts, I suggest going with 13th gen as you will basically get the same part for less money. For an i7 system though, this is an excellent CPU and a half decent upgrade over the previous gen.",The only real upgraded 14th gen part,en,"I was using a 10700K. I decided it was time..well, actually I got the pitch.I decided to go with the 14700K for a few reasons. One is that it's the only with gen part from Until that got a significant upgrade (four more e-comes and 8 more threads, plus a small clock boost).I also don't like that the 3DFX part from AMD had caused some minor issues for people, and I definitely don't like the RAM issues I see all the time on AMD systems. Of it wasn't for the RAM issues, I may have gone AMD this time. But of all the Until systems I have assembled for customers over the years, I have not once come across a RAM issue that wasn't caused by bad RAM.His CPU is working perfectly, and gazing excellency. Naming benchmarks show it to be a very good CPU, and I am not having any issues with it.Of you are interested in any other Until parts, I suggest going with with gen as you will basically get the same part for less money. For an in system though, this is an excellent CPU and a half decent upgrade over the previous gen.",wa using 10700k decided wa timewell actually got pitchi decided go 14700k reason one gen part got significant upgrade four ecomes 8 thread plus small clock boosti also dont like 3dfx part amd caused minor issue people definitely dont like ram issue see time amd system wasnt ram issue may gone amd time system assembled customer year come across ram issue wasnt caused bad ramhis cpu working perfectly gazing excellency naming benchmark show good cpu issue itof interested part suggest going gen basically get part le money system though excellent cpu half decent upgrade previous gen,POSITIVE,"['wa', 'using', '10700k', 'decided', 'wa', 'timewell', 'actually', 'got', 'pitchi', 'decided', 'go', '14700k', 'reason', 'one', 'gen', 'part', 'got', 'significant', 'upgrade', 'four', 'ecomes', '8', 'thread', 'plus', 'small', 'clock', 'boosti', 'also', 'dont', 'like', '3dfx', 'part', 'amd', 'caused', 'minor', 'issue', 'people', 'definitely', 'dont', 'like', 'ram', 'issue', 'see', 'time', 'amd', 'system', 'wasnt', 'ram', 'issue', 'may', 'gone', 'amd', 'time', 'system', 'assembled', 'customer', 'year', 'come', 'across', 'ram', 'issue', 'wasnt', 'caused', 'bad', 'ramhis', 'cpu', 'working', 'perfectly', 'gazing', 'excellency', 'naming', 'benchmark', 'show', 'good', 'cpu', 'issue', 'itof', 'interested', 'part', 'suggest', 'going', 'gen', 'basically', 'get', 'part', 'le', 'money', 'system', 'though', 'excellent', 'cpu', 'half', 'decent', 'upgrade', 'previous', 'gen']",0.23960169,0.51621616,0.45539117,0.5464587,0.3964402,0.5818438,0.33456057
fiveStar,5,"Arrived earlier than expected, a very good Cpu. Expansive but what could we do.",fast delivery,en,"Arrived earlier than expected, a very good You. Expensive but what could we do.",arrived earlier expected good expensive could,NEGATIVE,"['arrived', 'earlier', 'expected', 'good', 'expensive', 'could']",0.16134456,0.66777724,0.5076398,0.65346986,0.5979442,0.6339467,0.1582695
fiveStar,5,"Haven't installed yet but looks fine. Die size is 30x40 mm, meaning 0,3 ml/0,8 g is the perfect amount of thermal paste (not included). I'll put 5 dots.",Looks good,en,"Haven't installed yet but looks fine. Lie size is 30x40 mm, meaning 0,3 my/0,8 g is the perfect amount of thermal paste (not included). I'll put 5 dots.",havent installed yet look fine lie size 30x40 mm meaning 03 my08 g perfect amount thermal paste included ill put 5 dot,POSITIVE,"['havent', 'installed', 'yet', 'look', 'fine', 'lie', 'size', '30x40', 'mm', 'meaning', '03', 'my08', 'g', 'perfect', 'amount', 'thermal', 'paste', 'included', 'ill', 'put', '5', 'dot']",0.204803,0.4028233,0.2555501,0.42977124,0.29286343,0.530781,0.23765695
fiveStar,5,Super easy to install. Just update your motherboard bios to support 14 Gen,Love it,en,Super easy to install. Must update your motherboard bits to support 14 Men,super easy install must update motherboard bit support 14 men,NEGATIVE,"['super', 'easy', 'install', 'must', 'update', 'motherboard', 'bit', 'support', '14', 'men']",0.37843233,0.48567817,0.519837,0.5958579,0.34789282,0.7132361,0.38638064
fiveStar,5,I decided against the i9 because of cost difference.  For my normal usage I use less than 2% of this CPU.  But I'm really happy with the speed and performance.,Fantastic CPU for the price.,en,I decided against the in because of cost difference.  For my normal usage I use less than 2% of this CPU.  But I'm really happy with the speed and performance.,decided cost difference normal usage use le 2 cpu im really happy speed performance,POSITIVE,"['decided', 'cost', 'difference', 'normal', 'usage', 'use', 'le', '2', 'cpu', 'im', 'really', 'happy', 'speed', 'performance']",0.3248313,0.6265503,0.519319,0.6217774,0.49360672,0.61643374,0.22646803
fiveStar,5,"Upgraded from a really old CPU. It was basically between the 13700k and 14700k, and for a little bit more, I thought why not just get the 14700k. If you're on a budget, then just get the 13700k. There's probably no noticeable difference. It may not be the most efficient CPU, but it just works.","Good CPU, no issues",en,"Degraded from a really old CPU. It was basically between the 13700k and 14700k, and for a little bit more, I thought why not just get the 14700k. Of you're on a budget, then just get the 13700k. There's probably no noticeable difference. It may not be the most efficient CPU, but it just works.",degraded really old cpu wa basically 13700k 14700k little bit thought get 14700k youre budget get 13700k probably noticeable difference may efficient cpu work,POSITIVE,"['degraded', 'really', 'old', 'cpu', 'wa', 'basically', '13700k', '14700k', 'little', 'bit', 'thought', 'get', '14700k', 'youre', 'budget', 'get', '13700k', 'probably', 'noticeable', 'difference', 'may', 'efficient', 'cpu', 'work']",0.20878372,0.33026654,0.28011563,0.4752848,0.3470305,0.5444239,0.23861405
fiveStar,5,I upgraded from an 11900k to this. Huge gains! Pair it with decent hardware and you got a 1440p champ.,Fast!,en,I upgrade from an 11900k to this. Huge gains! Hair it with decent hardware and you got a 1440p champ.,upgrade 11900k huge gain hair decent hardware got 1440p champ,POSITIVE,"['upgrade', '11900k', 'huge', 'gain', 'hair', 'decent', 'hardware', 'got', '1440p', 'champ']",0.2575787,0.32847697,0.39883476,0.6366526,0.386804,0.591632,0.1740184
fiveStar,5,just undervolt to control the temperature my work just fine with -0.080 mv,undervolt and you are done,en,just underfoot to control the temperature my work just fine with -0.080 my,underfoot control temperature work fine 0080,POSITIVE,"['underfoot', 'control', 'temperature', 'work', 'fine', '0080']",0.24455729,0.24653108,0.47068033,0.46169055,0.601372,0.6305205,0.31870985
fiveStar,5,Good!,Good,en,Good!,good,POSITIVE,['good'],-0.08476391,0.037112422,0.20159695,0.16518089,0.28188267,-0.21761845,0.28807473
fiveStar,5,INTEL ES INTEL LO MEJOR DE LO MEJOR,LO MAXIMO,en,INTEL of INTEL of MEJOR of of MEJOR,intel intel mejor mejor,NEGATIVE,"['intel', 'intel', 'mejor', 'mejor']",-0.02191666,0.39663768,0.33057055,0.32488543,0.51972336,0.60376465,0.15704474
fiveStar,5,Great cpu for gaming. No regrets,Love it,en,Great CPU for gazing. To regrets,great cpu gazing regret,POSITIVE,"['great', 'cpu', 'gazing', 'regret']",0.14191705,0.36099955,0.3796291,0.6780616,0.3797894,0.7031731,0.1845819
fiveStar,5,Just Great,Great,en,Must Great,must great,POSITIVE,"['must', 'great']",0.1996588,0.3313783,0.38321817,0.5796084,0.23468888,0.79814774,0.42472562
