"country","countryCode","date","filterByKeyword","filterByRating","isVerified","position","product/listPrice","product/price","productAsin","ratingScore","reviewCategoryUrl","reviewDescription","reviewId","reviewImages/0","reviewImages/1","reviewImages/2","reviewReaction","reviewTitle","reviewUrl","reviewedIn","totalCategoryRatings","totalCategoryReviews","variant","variantAsin"
"Spain",,"2024-04-27",,"fiveStar","true","7",,,"B09MDFH5HY","5","https://www.amazon.in/product-reviews/B09MDFH5HY?pageNumber=6&filterByStar=five_star&sortBy=helpful&formatType=all_formats&language=en","Un procesador con muy buen rendimiento,buena calidad,temperaturas muy correctas y sobretodo muy buen precio.","R197CQDURWFYSB",,,,"","Brutal calidad precio.",,"Reviewed in Spain on 27 April 2024","1961","350","Pattern Name: Processor","B09MDFH5HY"
"United Kingdom",,"2023-12-23",,"fiveStar","true","8",,,"B09MDFH5HY","5","https://www.amazon.in/product-reviews/B09MDFH5HY?pageNumber=6&filterByStar=five_star&sortBy=helpful&formatType=all_formats&language=en","Good single thread performance with 6 cores and 12 threads. Relatively low power too @65w so suitable for silent PC, at much lower price point than T coded CPUs (35w).","R2DYFU5W7WULW7",,,,"","Sweet spot",,"Reviewed in the United Kingdom on 23 December 2023","1961","350","Pattern Name: Processor","B09MDFH5HY"
"Brazil",,"2024-06-07",,"fiveStar","true","9",,,"B09MDFH5HY","5","https://www.amazon.in/product-reviews/B09MDFH5HY?pageNumber=6&filterByStar=five_star&sortBy=helpful&formatType=all_formats&language=en","Chegou muito bem embalado, rápido e tudo conforme mostrado. Porém meu Pc ainda não está completo então poderei apenas testar outra hora eventualmente.Mas não há problema pois essa compra realmente é confiável.","R2CPFVEI4XLOQY",,,,"","Melhor custo benefício atualmente da linha 12ª geração",,"Reviewed in Brazil on 7 June 2024","1961","350","Pattern Name: Processor","B09MDFH5HY"
"Belgium",,"2023-12-08",,"fiveStar","true","10",,,"B09MDFH5HY","5","https://www.amazon.in/product-reviews/B09MDFH5HY?pageNumber=6&filterByStar=five_star&sortBy=helpful&formatType=all_formats&language=en","bon processeur !","R11R1HYBSFDE7K",,,,"","mignon !",,"Reviewed in Belgium on 8 December 2023","1961","350","Pattern Name: Processor","B09MDFH5HY"
"India",,"2023-11-30",,"fiveStar","true","1",,,"B09MDFH5HY","5","https://www.amazon.in/product-reviews/B09MDFH5HY?pageNumber=2&filterByStar=five_star&sortBy=helpful&formatType=all_formats&language=en","Got at the cheapest price of 10250Rs in the sale. I was a bit worried about getting scammed since this Processor was never sold for this low price, but guess I was in luck. The performance is just as good as expected 😄","R1HRMGD5RQM1Y7",,,,"2 people found this helpful","Just as expected 😄","https://www.amazon.in/gp/customer-reviews/R1HRMGD5RQM1Y7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09MDFH5HY","Reviewed in India on 30 November 2023","1961","350","Pattern Name: Processor","B09MDFH5HY"
"India",,"2023-12-27",,"fiveStar","true","2",,,"B09MDFH5HY","5","https://www.amazon.in/product-reviews/B09MDFH5HY?pageNumber=2&filterByStar=five_star&sortBy=helpful&formatType=all_formats&language=en","This is the king in Price-to-performance ratio.Paired with a 1660S, most games are giving me 90-100 FPS on high settings.","R1IN381F9D23I1",,,,"2 people found this helpful","Bang for the buck","https://www.amazon.in/gp/customer-reviews/R1IN381F9D23I1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09MDFH5HY","Reviewed in India on 27 December 2023","1961","350","Pattern Name: Processor","B09MDFH5HY"
"India",,"2023-11-03",,"fiveStar","true","3",,,"B09MDFH5HY","5","https://www.amazon.in/product-reviews/B09MDFH5HY?pageNumber=2&filterByStar=five_star&sortBy=helpful&formatType=all_formats&language=en","I like Intel processors. I found this and liked it. Working like a charm. Will do overclocking and test it.Overall great product","RN2KOD0NHB70B",,,,"One person found this helpful","Great product from Intel..","https://www.amazon.in/gp/customer-reviews/RN2KOD0NHB70B/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09MDFH5HY","Reviewed in India on 3 November 2023","1961","350","Pattern Name: Processor","B09MDFH5HY"
"India",,"2023-11-05",,"fiveStar","true","4",,,"B09MDFH5HY","5","https://www.amazon.in/product-reviews/B09MDFH5HY?pageNumber=2&filterByStar=five_star&sortBy=helpful&formatType=all_formats&language=en","I am used processor gigabyte motherboard  working properly 2.5 gh speed 12 logical processor working properly","R3JC7LIESJVL7W","https://m.media-amazon.com/images/I/71lFE5gn6wL._SY88.jpg",,,"4 people found this helpful","I am used processor good condition","https://www.amazon.in/gp/customer-reviews/R3JC7LIESJVL7W/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09MDFH5HY","Reviewed in India on 5 November 2023","1961","350","Pattern Name: Processor","B09MDFH5HY"
"India",,"2022-04-20",,"fiveStar","true","5",,,"B09MDFH5HY","5","https://www.amazon.in/product-reviews/B09MDFH5HY?pageNumber=2&filterByStar=five_star&sortBy=helpful&formatType=all_formats&language=en","Got this product in good package 📦.I have paired this cpu with my RX 590 and 16 GB RAM 3200 MHZ,If you are looking for budget gaming, this is excellent.Gaming benchmark:Assassin's creed unity: 80 fps high setting.Apex legends: 144+ fps ultra settingsPubg steam: 110 fps, very high settingsThe cpu temp goes to 67°C max during intensive gameplay for 5-6 hours, make sure to put heatsink correctly. Stock cooler is enough.I am using msi H610M-G motherboard, the stock cooler gives enough room for ram sticksMake sure to have psu of at least 500 watt.","R1FQOVGN7JTWIP",,,,"31 people found this helpful","Totally Worth it","https://www.amazon.in/gp/customer-reviews/R1FQOVGN7JTWIP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09MDFH5HY","Reviewed in India on 20 April 2022","1961","350","Pattern Name: Processor","B09MDFH5HY"
"India",,"2023-10-17",,"fiveStar","true","6",,,"B09MDFH5HY","5","https://www.amazon.in/product-reviews/B09MDFH5HY?pageNumber=2&filterByStar=five_star&sortBy=helpful&formatType=all_formats&language=en","Received in good condition, good packing and got it for only 11900 value for money beast .","R3FC1T028HGW6N","https://m.media-amazon.com/images/I/715qS5rmBcL._SY88.jpg",,,"2 people found this helpful","Received in good condition","https://www.amazon.in/gp/customer-reviews/R3FC1T028HGW6N/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09MDFH5HY","Reviewed in India on 17 October 2023","1961","350","Pattern Name: Processor","B09MDFH5HY"
"India",,"2023-10-21",,"fiveStar","true","7",,,"B09MDFH5HY","5","https://www.amazon.in/product-reviews/B09MDFH5HY?pageNumber=2&filterByStar=five_star&sortBy=helpful&formatType=all_formats&language=en","Good Product","R253SOEBJJ5O60","https://m.media-amazon.com/images/I/61Y2dp6GhuL._SY88.jpg",,,"One person found this helpful","Received Original Product","https://www.amazon.in/gp/customer-reviews/R253SOEBJJ5O60/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09MDFH5HY","Reviewed in India on 21 October 2023","1961","350","Pattern Name: Processor","B09MDFH5HY"
"India",,"2023-07-05",,"fiveStar","true","8",,,"B09MDFH5HY","5","https://www.amazon.in/product-reviews/B09MDFH5HY?pageNumber=2&filterByStar=five_star&sortBy=helpful&formatType=all_formats&language=en","Value for money","R19OA6E4O3V1VW",,,,"4 people found this helpful","Very nice product","https://www.amazon.in/gp/customer-reviews/R19OA6E4O3V1VW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09MDFH5HY","Reviewed in India on 5 July 2023","1961","350","Pattern Name: Processor","B09MDFH5HY"
"India",,"2023-04-16",,"fiveStar","true","9",,,"B09MDFH5HY","5","https://www.amazon.in/product-reviews/B09MDFH5HY?pageNumber=2&filterByStar=five_star&sortBy=helpful&formatType=all_formats&language=en","GAMING WITH GTX 1650GTA V ON ULTRA  AVG 90FPSPUBG ON ULTRA  AVG 120+FPS","R3JEOAQICQJHMR",,,,"18 people found this helpful","BEAST IN THIS SEGMENT","https://www.amazon.in/gp/customer-reviews/R3JEOAQICQJHMR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09MDFH5HY","Reviewed in India on 16 April 2023","1961","350","Pattern Name: Processor","B09MDFH5HY"
"India",,"2022-09-08",,"fiveStar","true","10",,,"B09MDFH5HY","5","https://www.amazon.in/product-reviews/B09MDFH5HY?pageNumber=2&filterByStar=five_star&sortBy=helpful&formatType=all_formats&language=en","This is excellent budget gaming processor... Value for moneyThe stock cooler is waste.. Better get one external cooler from coolermaster or corsair or deepcool","RU8T6UD8HXRKB",,,,"5 people found this helpful","Excellent budget gaming processor","https://www.amazon.in/gp/customer-reviews/RU8T6UD8HXRKB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09MDFH5HY","Reviewed in India on 8 September 2022","1961","350","Pattern Name: Processor","B09MDFH5HY"
"Spain",,"2024-04-10",,"fiveStar","true","1",,,"B09MDFH5HY","5","https://www.amazon.in/product-reviews/B09MDFH5HY?pageNumber=5&filterByStar=five_star&sortBy=helpful&formatType=all_formats&language=en","Desde el momento en que instalé este procesador Intel en mi computadora, quedé impresionado por su rendimiento excepcional. A pesar de su precio asequible, este procesador maneja todas mis tareas diarias con facilidad, desde la navegación web hasta el procesamiento de textos y la edición de video.Lo que realmente destaca es su capacidad para manejar múltiples aplicaciones simultáneamente sin ralentizarse. Además, su eficiencia energética es notable, lo que significa que no solo es bueno para mi bolsillo, sino también para el medio ambiente.En resumen, este procesador Intel ofrece un equilibrio perfecto entre precio y rendimiento. Es una elección excelente para cualquier persona que busque actualizar su sistema sin gastar una fortuna. ¡Lo recomiendo mucho!","RQ4R76S6IAVFG",,,,"","Procesador top calidad/precio",,"Reviewed in Spain on 10 April 2024","1961","350","Pattern Name: Processor","B09MDFH5HY"
"France",,"2024-02-08",,"fiveStar","true","2",,,"B09MDFH5HY","5","https://www.amazon.in/product-reviews/B09MDFH5HY?pageNumber=5&filterByStar=five_star&sortBy=helpful&formatType=all_formats&language=en","Je ne suis pas un pro des configurations et mes connaissances sont basics.Je devais remplacer un ancien i7 7700k défaillant (soit la carte mère soit le proc je ne suis pas sûr).La technologie évoluant très vite en 6 ans et après quelques recherches je suis très vite tombé sur cet i5 12400F au très bon rapport qualité prix.Et bien j'en suis très satisfait. C'est plus rapide en tout. Je fais beaucoup de vidéo sous première et j'ai gagné en confort. Il y a moins de freeze sur les gros montages.J'ai utilisé le ventirad fourni, pas de soucis, ça chauffe peu et la pate thermique est pré-installée.Pour un upgrade a petit budget (CM+PROC aux environs de 250 euros) c'est une très bonne configuration.J'ai pu conserver l'ensemble de mon ancien PC, boitier, alim carte graphique, avec le disque dur NVMe et mes 2 barrettes de RAM sans soucis.","R1WTUPEDTN8RMT",,,,"","Satisfait",,"Reviewed in France on 8 February 2024","1961","350","Pattern Name: Processor","B09MDFH5HY"
"United Kingdom",,"2024-05-22",,"fiveStar","true","3",,,"B09MDFH5HY","5","https://www.amazon.in/product-reviews/B09MDFH5HY?pageNumber=5&filterByStar=five_star&sortBy=helpful&formatType=all_formats&language=en","Bought this for a new build I was doing. Performed great for the price and runs cool just using the stock cooler it came with.No hesitation in recommending for quality and performance verses price","R1F22CG2P2TERW",,,,"","Great Price for a great chip",,"Reviewed in the United Kingdom on 22 May 2024","1961","350","Pattern Name: Processor","B09MDFH5HY"
"Belgium",,"2023-12-07",,"fiveStar","true","4",,,"B09MDFH5HY","5","https://www.amazon.in/product-reviews/B09MDFH5HY?pageNumber=5&filterByStar=five_star&sortBy=helpful&formatType=all_formats&language=en","Bonjour,Il n'est pas encore monter mais pour le prix de 103 euros au moment du black Friday, il était impossible de passer à coté de ce I5 12400F.Il est bon pour les Gaming en FHD, Quad HD et 4K, on peu overclocker avec certaine carte mère.Pour le streaming aucun problème et le petit applicatif pro sans trop de rendu etc, il fera aussi l'affaire.Si vous envoyez en dessous des 130 euros allez y vous ne serez pas déçu, en+ il compatible DDR4 et DDR5 donc peu être évolutif dans une config.Hâte de finir la config.","R12EYMQ9APOBBP",,,,"","Très bonne achat.",,"Reviewed in Belgium on 7 December 2023","1961","350","Pattern Name: Processor","B09MDFH5HY"
"Italy",,"2024-01-23",,"fiveStar","true","5",,,"B09MDFH5HY","5","https://www.amazon.in/product-reviews/B09MDFH5HY?pageNumber=5&filterByStar=five_star&sortBy=helpful&formatType=all_formats&language=en","L'Intel Core i5-12400F è un processore desktop di 12a generazione che offre un ottimo rapporto qualità-prezzo. È dotato di 6 core e 12 thread, con una frequenza di base di 2,5 GHz e una frequenza turbo di 4,4 GHz.Prestazioni di giocoIl Core i5-12400F è in grado di offrire prestazioni di gioco eccellenti in una build di fascia media. In Full HD, è in grado di gestire senza problemi la maggior parte dei giochi moderni, anche con impostazioni grafiche elevate. In 4K, è ancora in grado di offrire prestazioni giocabili, ma è necessario abbassare le impostazioni grafiche.Prestazioni di elaborazioneIl Core i5-12400F è anche un'ottima scelta per l'elaborazione multithreaded. È in grado di gestire facilmente attività come la codifica video, l'editing foto e l'elaborazione di fogli di calcolo.Consumo energeticoIl Core i5-12400F è un processore efficiente dal punto di vista energetico. Ha un TDP di 65 W, il che significa che non richiede un sistema di raffreddamento particolarmente potente.ConclusioniL'Intel Core i5-12400F è un'ottima scelta per i giocatori che cercano un processore potente e conveniente. Offre prestazioni di gioco eccellenti in Full HD e prestazioni di elaborazione multithreaded di alta qualità.ProOttimo rapporto qualità-prezzoPrestazioni di gioco eccellenti in Full HDPrestazioni di elaborazione multithreaded di alta qualitàConsumo energetico efficienteControNon è adatto per il gaming in 4K a impostazioni grafiche elevateVerdettoSe stai cercando una CPU potente e conveniente per il tuo prossimo PC da gaming di fascia media, l'Intel Core i5-12400F è un'ottima opzione","R2NAD1SSUVBKZ7",,,,"5 people found this helpful","Ottima Cpu anche nel 2024 !!!",,"Reviewed in Italy on 23 January 2024","1961","350","Pattern Name: Processor","B09MDFH5HY"
"Brazil",,"2024-03-25",,"fiveStar","true","6",,,"B09MDFH5HY","5","https://www.amazon.in/product-reviews/B09MDFH5HY?pageNumber=5&filterByStar=five_star&sortBy=helpful&formatType=all_formats&language=en","otimo.","R36TFU2ZX7T9F6",,,,"","QUALIDADE ÓTIMA",,"Reviewed in Brazil on 25 March 2024","1961","350","Pattern Name: Processor","B09MDFH5HY"
"Netherlands",,"2023-12-29",,"fiveStar","true","7",,,"B09MDFH5HY","5","https://www.amazon.in/product-reviews/B09MDFH5HY?pageNumber=5&filterByStar=five_star&sortBy=helpful&formatType=all_formats&language=en","gewoon goed.jhon","R2NAWK2NHOAOCH",,,,"","redelijke prijs",,"Reviewed in the Netherlands on 29 December 2023","1961","350","Pattern Name: Processor","B09MDFH5HY"
"Australia",,"2022-10-12",,"fiveStar","true","8",,,"B09MDFH5HY","5","https://www.amazon.in/product-reviews/B09MDFH5HY?pageNumber=5&filterByStar=five_star&sortBy=helpful&formatType=all_formats&language=en","well nuff said it works. 5 stars for you sir","R3DV9SJNPFXLQ4",,,,"","works like a charm",,"Reviewed in Australia on 12 October 2022","1961","350","Pattern Name: Processor","B09MDFH5HY"
"France",,"2024-05-26",,"fiveStar","true","9",,,"B09MDFH5HY","5","https://www.amazon.in/product-reviews/B09MDFH5HY?pageNumber=5&filterByStar=five_star&sortBy=helpful&formatType=all_formats&language=en","Processeur au top qui fait tourner très bien tout les jeux même en grosse résolution. Je vais bien faire du streaming et les test que j'ai effectué pour l'instant sont très positifs avec très peu de lag. Cette version de I5 peut totalement rivaliser contre d'anciennes version de I7.La pose sur la carte mère et très facile !Je ne savais pas mais le ventilateur est compris dedans avec une pâte pour coller le processeur. Les fixation de celui-ci sont correctes et facile à fixer. Très bon produit, je recommande 👍","R2ABBMIBTVRMGO",,,,"","Processeur au top !",,"Reviewed in France on 26 May 2024","1961","350","Pattern Name: Processor","B09MDFH5HY"
"Saudi Arabia",,"2024-06-23",,"fiveStar","true","10",,,"B09MDFH5HY","5","https://www.amazon.in/product-reviews/B09MDFH5HY?pageNumber=5&filterByStar=five_star&sortBy=helpful&formatType=all_formats&language=en","يعمل جيدا","R1FZ8GEVQAE487",,,,"","مميز",,"Reviewed in Saudi Arabia on 23 June 2024","1961","350","Pattern Name: Processor","B09MDFH5HY"
"Germany",,"2023-11-22",,"fourStar","true","1",,,"B09MDFH5HY","4","https://www.amazon.in/product-reviews/B09MDFH5HY?pageNumber=4&filterByStar=four_star&sortBy=helpful&formatType=all_formats&language=en","Habe meinen Rechner mit dem i512400f nun seit knapp 2 Jahren und läuft super. Benutze es für leichtes Gaming und Studium. Keine Probleme bisher.","R1OYGDFOYG16HR",,,,"","Gute mid range CPU",,"Reviewed in Germany on 22 November 2023","279","53","Pattern Name: Processor","B09MDFH5HY"
"Brazil",,"2024-01-10",,"fourStar","true","2",,,"B09MDFH5HY","4","https://www.amazon.in/product-reviews/B09MDFH5HY?pageNumber=4&filterByStar=four_star&sortBy=helpful&formatType=all_formats&language=en","Chegou rápido e está funcionando porém veio muito mal embalado, fiquei com medo de estar danificado.","R1SSCQSPUCB6W8",,,,"","Podia ser embalado melhor",,"Reviewed in Brazil on 10 January 2024","279","53","Pattern Name: Processor","B09MDFH5HY"
"Italy",,"2023-10-13",,"fourStar","true","3",,,"B09MDFH5HY","4","https://www.amazon.in/product-reviews/B09MDFH5HY?pageNumber=4&filterByStar=four_star&sortBy=helpful&formatType=all_formats&language=en","il prodotto è arrivato nei tempi descritti e sono rimasto soddisfatto","R3P3ANV46QZFFK",,,,"","computer",,"Reviewed in Italy on 13 October 2023","279","53","Pattern Name: Processor","B09MDFH5HY"
"France",,"2023-03-29",,"fourStar","true","4",,,"B09MDFH5HY","4","https://www.amazon.in/product-reviews/B09MDFH5HY?pageNumber=4&filterByStar=four_star&sortBy=helpful&formatType=all_formats&language=en","Meme chose que pour la CM et les barettes mémoire !!! - > https://www.amazon.fr/dp/B09MDFH5HY?psc=1&ref=ppx_yo2ov_dt_b_product_details - > https://www.amazon.fr/dp/B09P3TTXPT?psc=1&ref=ppx_pop_dt_b_product_details.Le test de la CM+PROC+MEMOIRE impossible à faire avec un tourne vis normal, du moins la CG ( une 1650 super ASUS OC ) qui donnais signal de vie grâce à sa diode ainsi que le port Ethernet qui fonctionnais gaiement m'indiquais que le courant passais. La CG ne tournais pas cependant.","R2JGKC0GH6NWVW",,,,"","Ne fonctionne plus comme elle le devrais !!!",,"Reviewed in France on 29 March 2023","279","53","Pattern Name: Processor","B09MDFH5HY"
"France",,"2023-10-15",,"fourStar","true","5",,,"B09MDFH5HY","4","https://www.amazon.in/product-reviews/B09MDFH5HY?pageNumber=4&filterByStar=four_star&sortBy=helpful&formatType=all_formats&language=en","Reçu dans un emballage endommagé, mais sinon ça marche très bien","R9XMOM84PFEAY",,,,"","Correct",,"Reviewed in France on 15 October 2023","279","53","Pattern Name: Processor","B09MDFH5HY"
"Italy",,"2023-06-09",,"fourStar","true","6",,,"B09MDFH5HY","4","https://www.amazon.in/product-reviews/B09MDFH5HY?pageNumber=4&filterByStar=four_star&sortBy=helpful&formatType=all_formats&language=en","Di certo non il miglior i5, ma per il prezzo pagato 165€ fa il suo dovere.Grande pecca il dissipatore intel che esce nella confezione, assolutamente scadente;consiglio di comprarne quantomeno uno da 30/40€, questo è una cinesata ed è stato anche molto scomodo da installare","R1ET54ECRQB04A",,,,"One person found this helpful","Non male considerando la spesa (165€), dissipatore pessimo",,"Reviewed in Italy on 9 June 2023","279","53","Pattern Name: Processor","B09MDFH5HY"
"Italy",,"2023-06-28",,"fourStar","true","7",,,"B09MDFH5HY","4","https://www.amazon.in/product-reviews/B09MDFH5HY?pageNumber=4&filterByStar=four_star&sortBy=helpful&formatType=all_formats&language=en","Per le mie esigenze acquisto centrato. Processore di media anzi piu' che media qualita', di generazione gia' ""obsoleta"" attesa la 13^ in commercio ma di ottimo rapporto qualita'/prezzo, ovviamente in riferimento alle esigenze individuali.","RAK1HFIZ6UYNX",,,,"","Buon acquisto",,"Reviewed in Italy on 28 June 2023","279","53","Pattern Name: Processor","B09MDFH5HY"
"France",,"2023-08-24",,"fourStar","true","8",,,"B09MDFH5HY","4","https://www.amazon.in/product-reviews/B09MDFH5HY?pageNumber=4&filterByStar=four_star&sortBy=helpful&formatType=all_formats&language=en","passer d'un I5 des premières générations à celui ci se ressent","R26RHBK8T521SB",,,,"","bon rapport qualité prix",,"Reviewed in France on 24 August 2023","279","53","Pattern Name: Processor","B09MDFH5HY"
"Italy",,"2023-06-28",,"fourStar","true","9",,,"B09MDFH5HY","4","https://www.amazon.in/product-reviews/B09MDFH5HY?pageNumber=4&filterByStar=four_star&sortBy=helpful&formatType=all_formats&language=en","La fama di questo processore lo precede, per PC di fascia media è ottimo, come dicevo unica pecca il dissipatore incluso, consiglio di prenderne un altro a parte","R34F28NNHPB4M5",,,,"","Unica pecca dissipatore",,"Reviewed in Italy on 28 June 2023","279","53","Pattern Name: Processor","B09MDFH5HY"
"Italy",,"2023-07-29",,"fourStar","true","10",,,"B09MDFH5HY","4","https://www.amazon.in/product-reviews/B09MDFH5HY?pageNumber=4&filterByStar=four_star&sortBy=helpful&formatType=all_formats&language=en","imballato bene e funzionante","R2JKRKXI3ZVJRZ",,,,"","buono",,"Reviewed in Italy on 29 July 2023","279","53","Pattern Name: Processor","B09MDFH5HY"
"Spain",,"2023-12-05",,"fourStar","true","1",,,"B09MDFH5HY","4","https://www.amazon.in/product-reviews/B09MDFH5HY?pageNumber=2&filterByStar=four_star&sortBy=helpful&formatType=all_formats&language=en","lo pille muy barato pero no se ya si hice una buena eleccion, con una 3060 de 12 gb, todavia tengo problemas al renderizar videos, creo que recomendaria un esfuerzo por el i7 12 generacion, mas potencia este i5 lo veo corto","RWU2XWF15XM9A",,,,"One person found this helpful","buen precio",,"Reviewed in Spain on 5 December 2023","279","53","Pattern Name: Processor","B09MDFH5HY"
"Germany",,"2024-04-19",,"fourStar","true","2",,,"B09MDFH5HY","4","https://www.amazon.in/product-reviews/B09MDFH5HY?pageNumber=2&filterByStar=four_star&sortBy=helpful&formatType=all_formats&language=en","Ich bin absolut begeistert von der CPUFür den Preis gibt es in Sachen gaming nichts zu meckern ich denke die CPU richtet sich durch die fehlende igpu auch an solche.Zu erst einmal gibt es nur 2 minus Punkte die für mich persönlich nicht so ins Gewicht fallen.1 keine igpu ohne eine eigene Grafikkarte kein Bild2 Boxed Kühler kann man sofort entsorgen (Trotz angegebener 65watt) mit Boxed Kühler über 80 GradDann zu den Pluspunkten- Leistung für Grade einmal 119€ erhält man ein CPU mit dem man eigentliche jegliches Spiel über der 60 FPS Marke daddeln kann.-Temparaturen auch wen der Boxed Kühler nicht zu gebrauchen ist läst sich die CPU auch unter Volllast mit einem normalen Luft Kühler (20€) bei 50 bis 52 Grad halten was absolut top ist .Es gibt einfach für diesen Preis nichts zu meckern und jeder 1080p Spieler bis 144Hertz Sollte seine Freude mit der CPU haben.SystemAsus H61 Gaming mATX BoardIntel I5 12400f2x16GB DDR4 Corsair SpeicherGhost Gainward 3060 12GBAero Cool 550 Lux2x500gb SSD crucialMehr braucht man nicht solange man nicht in 4K spielt","RELWSUTTFCNSV",,,,"One person found this helpful","Absolut Begeistert Zocken Für kleines Geld 💰",,"Reviewed in Germany on 19 April 2024","279","53","Pattern Name: Processor","B09MDFH5HY"
"Brazil",,"2024-03-05",,"fourStar","true","3",,,"B09MDFH5HY","4","https://www.amazon.in/product-reviews/B09MDFH5HY?pageNumber=2&filterByStar=four_star&sortBy=helpful&formatType=all_formats&language=en","Custo beneficio melhor da intel para trabalhar","R335V2MN6QG66V",,,,"","Custo Intel Beneficio",,"Reviewed in Brazil on 5 March 2024","279","53","Pattern Name: Processor","B09MDFH5HY"
"France",,"2024-07-05",,"fourStar","true","4",,,"B09MDFH5HY","4","https://www.amazon.in/product-reviews/B09MDFH5HY?pageNumber=2&filterByStar=four_star&sortBy=helpful&formatType=all_formats&language=en","livraison rapide boite intact mais avec une pale du ventilateur cassee dommage heureusement je vais utiliser un autre ventirad sinon cetais retour direct, amazon fait de super sur embalage pour des produit a 20 euros et la pour un a plus de 100 rien pas tres logique","R18T4728EBTA11",,,,"","bien arriver mais",,"Reviewed in France on 5 July 2024","279","53","Pattern Name: Processor","B09MDFH5HY"
"France",,"2024-06-23",,"fourStar","true","5",,,"B09MDFH5HY","4","https://www.amazon.in/product-reviews/B09MDFH5HY?pageNumber=2&filterByStar=four_star&sortBy=helpful&formatType=all_formats&language=en","Pas cher et efficace pour gaming ,multimédia.","R3UOVR2Y2XB84X",,,,"","Rapport qualité/prix !",,"Reviewed in France on 23 June 2024","279","53","Pattern Name: Processor","B09MDFH5HY"
"Italy",,"2024-01-17",,"fourStar","true","6",,,"B09MDFH5HY","4","https://www.amazon.in/product-reviews/B09MDFH5HY?pageNumber=2&filterByStar=four_star&sortBy=helpful&formatType=all_formats&language=en","Questo processore, senza scheda video integrata ne possibilità di overclock, è un’ottima scelta per chi cerca buone prestazioni sia per un uso lavorativo che in ambito gaming.L’ho acquistato per assemblarlo nel pc su cui uso maggiormente programmi come Ligthroom ecce e ne sono rimasto molto soddisfatto. Sono soddisfatto anche delle sue prestazioni in gaming dove mi permette di giocare in QHD, ovviamente con scheda video dedicata, a giochi AAA come Cyberpunk 2077.Il processore è veloce ed affidabile, non ho riscontrato nessun problema a distanza di quasi un anno ne di prestazioni ne, dopo aver montato un buon dissipatore after market, di temperature.A proposito di temperature, unica pecca, montando il dissipatore in stock le temperature, anche con scarso carico, si attestavano sui 70 gradi. Si è costretti a prendere un dissipatore after market.Il prezzo è molto competitivo rispetto ad altri processori della stessa fascia di prezzo anche oggi che è uscita la 14 generazione, se dovete fare una configurazione budget direi che è un'ottima scelta.","R3KA2EKIXPT9OP",,,,"One person found this helpful","Ottimo ma occhio alle temperature se usate la ventola fornita in stock.",,"Reviewed in Italy on 17 January 2024","279","53","Pattern Name: Processor","B09MDFH5HY"
"Italy",,"2024-03-25",,"fourStar","true","7",,,"B09MDFH5HY","4","https://www.amazon.in/product-reviews/B09MDFH5HY?pageNumber=2&filterByStar=four_star&sortBy=helpful&formatType=all_formats&language=en","La CPU funziona egregiamente, esattamente come deve funzionare. E' mai possibile che il dissipatore in dotazione abbia 4 spinotti in plastica che la prima volta che si cerca di smontare si rompono? 4 belle viti di vecchio stile costavano troppo? A questo punto è meglio non avere il dissipatore, almeno lo si compra a parte.","R2DFYKPS5WGHLB",,,,"","Dissipatore",,"Reviewed in Italy on 25 March 2024","279","53","Pattern Name: Processor","B09MDFH5HY"
"Italy",,"2024-04-07",,"fourStar","true","8",,,"B09MDFH5HY","4","https://www.amazon.in/product-reviews/B09MDFH5HY?pageNumber=2&filterByStar=four_star&sortBy=helpful&formatType=all_formats&language=en","Buon processore abbinato con una 3070","R29GD0W6QNGGL2",,,,"","ottimo",,"Reviewed in Italy on 7 April 2024","279","53","Pattern Name: Processor","B09MDFH5HY"
"Spain",,"2024-04-01",,"fourStar","true","9",,,"B09MDFH5HY","4","https://www.amazon.in/product-reviews/B09MDFH5HY?pageNumber=2&filterByStar=four_star&sortBy=helpful&formatType=all_formats&language=en","esta bien","R3T2KRVZZO9VGO",,,,"","calidad",,"Reviewed in Spain on 1 April 2024","279","53","Pattern Name: Processor","B09MDFH5HY"
"Spain",,"2024-02-09",,"fourStar","true","10",,,"B09MDFH5HY","4","https://www.amazon.in/product-reviews/B09MDFH5HY?pageNumber=2&filterByStar=four_star&sortBy=helpful&formatType=all_formats&language=en","Es procesador medio con el funcionamiento esperado. Se entregó precintado y correctamente (pongo lo del precintado porque últimamente debo recibir lo que todo el mundo devuelve). Puesto a funcionar sin problemas. Aún no hecho OC por lo que no puedo opinar al respecto","RZCFYEMX6G5PC",,,,"","Correcto",,"Reviewed in Spain on 9 February 2024","279","53","Pattern Name: Processor","B09MDFH5HY"
